data_128.txt:
sort:
Column	Desc	ACC	MCC	SP	SE	Score
69	S(20)	90.03	0.709	89.47	92.98	8277.665275
81	S(36)	88.64	0.669	87.30	97.83	8266.887585
55	S(5)	90.03	0.708	89.74	91.53	8224.03863
102	m	90.03	0.708	90.00	90.16	8173.67904
76	S(31)	88.92	0.673	88.56	90.91	8039.627855
90	S(54)	0.00	0.000	0.00	0.00	0
drop:
97	pi
19	6cCH
data_119.txt:
sort:
Column	Desc	ACC	MCC	SP	SE	Score
3	nring	91.69	0.760	91.28	93.65	8548.38925
73	S(29)	91.69	0.760	91.28	93.65	8548.38925
30	nhev	91.69	0.760	91.28	93.65	8548.38925
102	SN	91.69	0.760	91.28	93.65	8548.38925
29	nhet	91.69	0.760	91.28	93.65	8548.38925
114	Sapcw	91.69	0.760	91.28	93.65	8548.38925
72	S(28)	91.69	0.760	91.28	93.65	8548.38925
42	1ka	91.69	0.760	91.28	93.65	8548.38925
39	1k	91.69	0.760	91.28	93.65	8548.38925
35	nphos	91.69	0.760	91.28	93.65	8548.38925
77	S(33)	91.69	0.760	91.28	93.65	8548.38925
27	6cvCH	91.69	0.760	91.28	93.65	8548.38925
110	MS	91.69	0.760	91.28	93.65	8548.38925
24	4cvPC	91.69	0.760	91.28	93.65	8548.38925
14	3cC	91.69	0.760	91.28	93.65	8548.38925
22	3cvP	91.69	0.760	91.28	93.65	8548.38925
97	eb	91.69	0.760	91.28	93.65	8548.38925
13	3cP	91.69	0.760	91.28	93.65	8548.38925
69	S(22)	91.69	0.760	91.28	93.65	8548.38925
95	Vmc	91.69	0.760	91.28	93.65	8548.38925
11	1c	91.69	0.760	91.28	93.65	8548.38925
103	IP	91.69	0.760	91.28	93.65	8548.38925
5	ndonr	91.69	0.760	91.28	93.65	8548.38925
56	S(7)	91.69	0.760	91.28	93.65	8548.38925
67	S(19)	91.69	0.760	91.28	93.65	8548.38925
76	S(32)	91.69	0.760	91.28	93.65	8548.38925
61	S(12)	91.69	0.760	91.28	93.65	8548.38925
10	0c	91.69	0.760	91.28	93.65	8548.38925
17	4cCH	91.69	0.760	91.28	93.65	8548.38925
111	PSA	91.69	0.760	91.28	93.65	8548.38925
12	2c	91.69	0.760	91.28	93.65	8548.38925
105	mcp	91.69	0.760	91.28	93.65	8548.38925
88	S(51)	91.69	0.760	91.28	93.65	8548.38925
38	nnitro	91.69	0.760	91.28	93.65	8548.38925
55	S(6)	91.69	0.760	91.28	93.65	8548.38925
20	1cv	91.69	0.760	91.28	93.65	8548.38925
82	S(38)	91.69	0.760	91.28	93.65	8548.38925
53	S(4)	91.69	0.760	91.28	93.65	8548.38925
19	0cv	91.69	0.760	91.28	93.65	8548.38925
48	Shet	91.69	0.760	91.28	93.65	8548.38925
116	Svpc	91.69	0.760	91.28	93.65	8548.38925
63	S(15)	91.69	0.760	91.28	93.65	8548.38925
15	4cPC	91.69	0.760	91.28	93.65	8548.38925
112	Sapc	91.69	0.760	91.28	93.65	8548.38925
109	VS	91.69	0.760	91.28	93.65	8548.38925
46	Shev	91.69	0.760	91.28	93.65	8548.38925
21	2cv	91.69	0.760	91.28	93.65	8548.38925
94	Wmol	91.69	0.760	91.28	93.65	8548.38925
107	w	91.69	0.760	91.28	93.65	8548.38925
16	3cCH	91.69	0.760	91.28	93.65	8548.38925
106	cen	91.69	0.760	91.28	93.65	8548.38925
65	S(17)	91.69	0.760	91.28	93.65	8548.38925
119	Svncw	91.69	0.760	91.28	93.65	8548.38925
52	S(3)	91.69	0.760	91.28	93.65	8548.38925
91	S(57)	91.41	0.751	90.97	93.55	8502.77386
101	h	91.41	0.751	90.97	93.55	8502.77386
45	phi	91.41	0.751	90.97	93.55	8502.77386
34	ncarb	91.41	0.751	90.97	93.55	8502.77386
104	A	91.41	0.751	90.97	93.55	8502.77386
37	noxy	91.41	0.751	90.97	93.55	8502.77386
117	Svnc	91.41	0.751	90.97	93.55	8502.77386
51	S(2)	91.41	0.751	90.97	93.55	8502.77386
108	AS	91.41	0.751	90.97	93.55	8502.77386
92	S(60)	91.41	0.751	90.97	93.55	8502.77386
8	dis2	91.41	0.751	90.97	93.55	8502.77386
83	S(39)	91.41	0.751	90.97	93.55	8502.77386
43	2ka	91.41	0.751	90.97	93.55	8502.77386
115	Sancw	91.41	0.751	90.97	93.55	8502.77386
62	S(14)	91.41	0.751	90.97	93.55	8502.77386
6	naccr	91.41	0.751	90.97	93.55	8502.77386
28	nhyd	91.41	0.751	90.97	93.55	8502.77386
50	S(1)	91.41	0.751	90.97	93.55	8502.77386
25	3cvCH	91.41	0.751	90.97	93.55	8502.77386
32	ncocl	91.41	0.751	90.97	93.55	8502.77386
41	3k	91.41	0.751	90.97	93.55	8502.77386
58	S(9)	91.41	0.751	90.97	93.55	8502.77386
44	3ka	91.41	0.751	90.97	93.55	8502.77386
86	S(42)	91.41	0.751	90.97	93.55	8502.77386
85	S(41)	91.41	0.751	90.97	93.55	8502.77386
74	S(30)	91.41	0.751	90.97	93.55	8502.77386
96	ea	91.41	0.751	90.97	93.55	8502.77386
40	2k	91.41	0.751	90.97	93.55	8502.77386
79	S(35)	91.14	0.743	90.67	93.44	8458.289565
64	S(16)	91.14	0.743	90.67	93.44	8458.289565
66	S(18)	91.14	0.743	90.67	93.44	8458.289565
98	q+	91.14	0.743	90.67	93.44	8458.289565
4	nrot	91.14	0.743	90.67	93.44	8458.289565
59	S(10)	91.14	0.743	90.67	93.44	8458.289565
57	S(8)	91.41	0.751	91.25	92.19	8453.00692
33	ncoi	91.41	0.751	91.25	92.19	8453.00692
87	S(43)	91.41	0.751	91.25	92.19	8453.00692
60	S(11)	91.41	0.751	91.25	92.19	8453.00692
90	S(56)	91.41	0.751	91.25	92.19	8453.00692
31	ncof	91.41	0.751	91.25	92.19	8453.00692
36	nsulph	91.41	0.751	91.25	92.19	8453.00692
93	S(80)	91.41	0.751	91.25	92.19	8453.00692
49	Shal	91.41	0.751	91.25	92.19	8453.00692
26	4cvCH	91.41	0.751	91.25	92.19	8453.00692
118	Svpcw	91.41	0.751	91.25	92.19	8453.00692
81	S(37)	91.41	0.751	91.25	92.19	8453.00692
113	Sanc	91.41	0.751	91.25	92.19	8453.00692
47	Scar	90.86	0.734	90.37	93.33	8412.9089
84	S(40)	90.86	0.734	90.37	93.33	8412.9089
99	q-	91.14	0.743	90.94	92.06	8407.2945
7	dis1	91.14	0.743	90.94	92.06	8407.2945
18	5cCH	91.14	0.743	90.94	92.06	8407.2945
70	S(26)	91.14	0.743	90.94	92.06	8407.2945
78	S(34)	91.14	0.743	90.94	92.06	8407.2945
9	dis3	91.14	0.743	90.94	92.06	8407.2945
68	S(20)	90.30	0.717	89.77	93.10	8322.139395
89	S(54)	90.30	0.717	89.77	93.10	8322.139395
71	S(27)	90.58	0.725	90.33	91.80	8314.689825
54	S(5)	90.03	0.709	89.47	92.98	8277.665275
80	S(36)	88.64	0.669	87.30	97.83	8266.887585
75	S(31)	88.92	0.674	88.31	92.45	8097.50572
100	m	89.47	0.691	89.67	88.52	8032.894295
23	3cvC	0.00	0.760	91.28	93.65	70.2734
drop:
3	nring
73	S(29)
data_117.txt:
sort:
Column	Desc	ACC	MCC	SP	SE	Score
39	2k	91.69	0.760	91.28	93.65	8548.38925
54	S(6)	91.69	0.760	91.28	93.65	8548.38925
109	PSA	91.69	0.760	91.28	93.65	8548.38925
34	nphos	91.69	0.760	91.28	93.65	8548.38925
74	S(32)	91.69	0.760	91.28	93.65	8548.38925
4	ndonr	91.69	0.760	91.28	93.65	8548.38925
23	4cvPC	91.69	0.760	91.28	93.65	8548.38925
57	S(9)	91.69	0.760	91.28	93.65	8548.38925
103	mcp	91.69	0.760	91.28	93.65	8548.38925
21	3cvP	91.69	0.760	91.28	93.65	8548.38925
18	0cv	91.69	0.760	91.28	93.65	8548.38925
26	6cvCH	91.69	0.760	91.28	93.65	8548.38925
110	Sapc	91.69	0.760	91.28	93.65	8548.38925
114	Svpc	91.69	0.760	91.28	93.65	8548.38925
51	S(3)	91.69	0.760	91.28	93.65	8548.38925
66	S(19)	91.69	0.760	91.28	93.65	8548.38925
68	S(22)	91.69	0.760	91.28	93.65	8548.38925
41	1ka	91.69	0.760	91.28	93.65	8548.38925
62	S(15)	91.69	0.760	91.28	93.65	8548.38925
10	1c	91.69	0.760	91.28	93.65	8548.38925
42	2ka	91.69	0.760	91.28	93.65	8548.38925
60	S(12)	91.69	0.760	91.28	93.65	8548.38925
86	S(51)	91.69	0.760	91.28	93.65	8548.38925
93	Vmc	91.69	0.760	91.28	93.65	8548.38925
75	S(33)	91.69	0.760	91.28	93.65	8548.38925
9	0c	91.69	0.760	91.28	93.65	8548.38925
100	SN	91.69	0.760	91.28	93.65	8548.38925
105	w	91.69	0.760	91.28	93.65	8548.38925
38	1k	91.69	0.760	91.28	93.65	8548.38925
19	1cv	91.69	0.760	91.28	93.65	8548.38925
11	2c	91.69	0.760	91.28	93.65	8548.38925
115	Svnc	91.69	0.760	91.28	93.65	8548.38925
12	3cP	91.69	0.760	91.28	93.65	8548.38925
13	3cC	91.69	0.760	91.28	93.65	8548.38925
31	ncocl	91.69	0.760	91.28	93.65	8548.38925
33	ncarb	91.69	0.760	91.28	93.65	8548.38925
49	S(1)	91.69	0.760	91.28	93.65	8548.38925
80	S(38)	91.69	0.760	91.28	93.65	8548.38925
37	nnitro	91.69	0.760	91.28	93.65	8548.38925
84	S(42)	91.69	0.760	91.28	93.65	8548.38925
14	4cPC	91.69	0.760	91.28	93.65	8548.38925
45	Shev	91.69	0.760	91.28	93.65	8548.38925
104	cen	91.69	0.760	91.28	93.65	8548.38925
44	phi	91.69	0.760	91.28	93.65	8548.38925
108	MS	91.69	0.760	91.28	93.65	8548.38925
43	3ka	91.69	0.760	91.28	93.65	8548.38925
101	IP	91.69	0.760	91.28	93.65	8548.38925
40	3k	91.69	0.760	91.28	93.65	8548.38925
71	S(28)	91.69	0.760	91.28	93.65	8548.38925
107	VS	91.69	0.760	91.28	93.65	8548.38925
90	S(60)	91.69	0.760	91.28	93.65	8548.38925
27	nhyd	91.69	0.760	91.28	93.65	8548.38925
20	2cv	91.69	0.760	91.28	93.65	8548.38925
29	nhev	91.69	0.760	91.28	93.65	8548.38925
81	S(39)	91.69	0.760	91.28	93.65	8548.38925
61	S(14)	91.69	0.760	91.28	93.65	8548.38925
92	Wmol	91.69	0.760	91.28	93.65	8548.38925
95	eb	91.69	0.760	91.28	93.65	8548.38925
106	AS	91.69	0.760	91.28	93.65	8548.38925
52	S(4)	91.69	0.760	91.28	93.65	8548.38925
28	nhet	91.69	0.760	91.28	93.65	8548.38925
47	Shet	91.69	0.760	91.28	93.65	8548.38925
94	ea	91.41	0.751	90.97	93.55	8502.77386
102	A	91.41	0.751	90.97	93.55	8502.77386
24	3cvCH	91.41	0.751	90.97	93.55	8502.77386
99	h	91.41	0.751	90.97	93.55	8502.77386
65	S(18)	91.41	0.751	90.97	93.55	8502.77386
63	S(16)	91.41	0.751	90.97	93.55	8502.77386
5	naccr	91.41	0.751	90.97	93.55	8502.77386
50	S(2)	91.41	0.751	90.97	93.55	8502.77386
7	dis2	91.41	0.751	90.97	93.55	8502.77386
36	noxy	91.41	0.751	90.97	93.55	8502.77386
72	S(30)	91.41	0.751	90.97	93.55	8502.77386
3	nrot	91.14	0.743	90.67	93.44	8458.289565
77	S(35)	91.14	0.743	90.67	93.44	8458.289565
58	S(10)	91.14	0.743	90.67	93.44	8458.289565
87	S(54)	91.14	0.743	90.67	93.44	8458.289565
96	q+	91.14	0.743	90.67	93.44	8458.289565
22	3cvC	91.41	0.751	91.25	92.19	8453.00692
59	S(11)	91.41	0.751	91.25	92.19	8453.00692
89	S(57)	91.41	0.751	91.25	92.19	8453.00692
113	Sancw	91.41	0.751	91.25	92.19	8453.00692
88	S(56)	91.41	0.751	91.25	92.19	8453.00692
15	3cCH	91.41	0.751	91.25	92.19	8453.00692
64	S(17)	91.41	0.751	91.25	92.19	8453.00692
30	ncof	91.41	0.751	91.25	92.19	8453.00692
55	S(7)	91.41	0.751	91.25	92.19	8453.00692
116	Svpcw	91.41	0.751	91.25	92.19	8453.00692
35	nsulph	91.41	0.751	91.25	92.19	8453.00692
17	5cCH	91.41	0.751	91.25	92.19	8453.00692
79	S(37)	91.41	0.751	91.25	92.19	8453.00692
56	S(8)	91.41	0.751	91.25	92.19	8453.00692
111	Sanc	91.41	0.751	91.25	92.19	8453.00692
32	ncoi	91.41	0.751	91.25	92.19	8453.00692
16	4cCH	91.41	0.751	91.25	92.19	8453.00692
48	Shal	91.41	0.751	91.25	92.19	8453.00692
91	S(80)	91.41	0.751	91.25	92.19	8453.00692
112	Sapcw	91.41	0.751	91.25	92.19	8453.00692
25	4cvCH	91.41	0.751	91.25	92.19	8453.00692
117	Svncw	91.41	0.751	91.25	92.19	8453.00692
83	S(41)	91.41	0.751	91.25	92.19	8453.00692
85	S(43)	91.41	0.751	91.25	92.19	8453.00692
46	Scar	90.86	0.734	90.37	93.33	8412.9089
82	S(40)	90.86	0.734	90.37	93.33	8412.9089
97	q-	91.14	0.743	90.94	92.06	8407.2945
8	dis3	91.14	0.743	90.94	92.06	8407.2945
76	S(34)	91.14	0.743	90.94	92.06	8407.2945
6	dis1	91.14	0.743	90.94	92.06	8407.2945
70	S(27)	90.86	0.734	90.64	91.94	8361.61626
69	S(26)	90.86	0.734	90.64	91.94	8361.61626
67	S(20)	90.30	0.717	89.77	93.10	8322.139395
78	S(36)	88.64	0.669	87.30	97.83	8266.887585
98	m	90.03	0.708	90.00	90.16	8173.67904
53	S(5)	89.47	0.691	89.40	89.83	8079.778015
73	S(31)	88.64	0.664	88.27	90.74	7993.15452
drop:
39	2k
54	S(6)
data_115.txt:
sort:
Column	Desc	ACC	MCC	SP	SE	Score
98	SN	91.69	0.760	91.28	93.65	8548.38925
60	S(15)	91.69	0.760	91.28	93.65	8548.38925
85	S(54)	91.69	0.760	91.28	93.65	8548.38925
84	S(51)	91.69	0.760	91.28	93.65	8548.38925
19	1cv	91.69	0.760	91.28	93.65	8548.38925
108	Sapc	91.69	0.760	91.28	93.65	8548.38925
105	VS	91.69	0.760	91.28	93.65	8548.38925
36	noxy	91.69	0.760	91.28	93.65	8548.38925
28	nhet	91.69	0.760	91.28	93.65	8548.38925
106	MS	91.69	0.760	91.28	93.65	8548.38925
103	w	91.69	0.760	91.28	93.65	8548.38925
33	ncarb	91.69	0.760	91.28	93.65	8548.38925
90	Wmol	91.69	0.760	91.28	93.65	8548.38925
41	2ka	91.69	0.760	91.28	93.65	8548.38925
50	S(3)	91.69	0.760	91.28	93.65	8548.38925
58	S(12)	91.69	0.760	91.28	93.65	8548.38925
38	1k	91.69	0.760	91.28	93.65	8548.38925
55	S(9)	91.69	0.760	91.28	93.65	8548.38925
69	S(28)	91.69	0.760	91.28	93.65	8548.38925
44	Shev	91.69	0.760	91.28	93.65	8548.38925
12	3cP	91.69	0.760	91.28	93.65	8548.38925
113	Svnc	91.69	0.760	91.28	93.65	8548.38925
43	phi	91.69	0.760	91.28	93.65	8548.38925
18	0cv	91.69	0.760	91.28	93.65	8548.38925
56	S(10)	91.69	0.760	91.28	93.65	8548.38925
102	cen	91.69	0.760	91.28	93.65	8548.38925
92	ea	91.69	0.760	91.28	93.65	8548.38925
46	Shet	91.69	0.760	91.28	93.65	8548.38925
112	Svpc	91.69	0.760	91.28	93.65	8548.38925
29	nhev	91.69	0.760	91.28	93.65	8548.38925
91	Vmc	91.69	0.760	91.28	93.65	8548.38925
97	h	91.69	0.760	91.28	93.65	8548.38925
31	ncocl	91.69	0.760	91.28	93.65	8548.38925
10	1c	91.69	0.760	91.28	93.65	8548.38925
40	1ka	91.69	0.760	91.28	93.65	8548.38925
104	AS	91.69	0.760	91.28	93.65	8548.38925
23	4cvPC	91.69	0.760	91.28	93.65	8548.38925
48	S(1)	91.69	0.760	91.28	93.65	8548.38925
66	S(22)	91.69	0.760	91.28	93.65	8548.38925
13	3cC	91.69	0.760	91.28	93.65	8548.38925
79	S(39)	91.69	0.760	91.28	93.65	8548.38925
20	2cv	91.69	0.760	91.28	93.65	8548.38925
88	S(60)	91.69	0.760	91.28	93.65	8548.38925
14	4cPC	91.69	0.760	91.28	93.65	8548.38925
4	ndonr	91.69	0.760	91.28	93.65	8548.38925
101	mcp	91.69	0.760	91.28	93.65	8548.38925
21	3cvP	91.69	0.760	91.28	93.65	8548.38925
51	S(4)	91.69	0.760	91.28	93.65	8548.38925
99	IP	91.69	0.760	91.28	93.65	8548.38925
100	A	91.69	0.760	91.28	93.65	8548.38925
93	eb	91.69	0.760	91.28	93.65	8548.38925
5	naccr	91.69	0.760	91.28	93.65	8548.38925
107	PSA	91.69	0.760	91.28	93.65	8548.38925
59	S(14)	91.69	0.760	91.28	93.65	8548.38925
34	nphos	91.69	0.760	91.28	93.65	8548.38925
27	nhyd	91.69	0.760	91.28	93.65	8548.38925
64	S(19)	91.69	0.760	91.28	93.65	8548.38925
37	nnitro	91.69	0.760	91.28	93.65	8548.38925
9	0c	91.69	0.760	91.28	93.65	8548.38925
49	S(2)	91.41	0.751	90.97	93.55	8502.77386
63	S(18)	91.41	0.751	90.97	93.55	8502.77386
7	dis2	91.41	0.751	90.97	93.55	8502.77386
3	nrot	91.41	0.751	90.97	93.55	8502.77386
94	q+	91.41	0.751	90.97	93.55	8502.77386
45	Scar	91.14	0.743	90.67	93.44	8458.289565
75	S(35)	91.14	0.743	90.67	93.44	8458.289565
80	S(40)	91.14	0.743	90.67	93.44	8458.289565
54	S(8)	91.41	0.751	91.25	92.19	8453.00692
57	S(11)	91.41	0.751	91.25	92.19	8453.00692
111	Sancw	91.41	0.751	91.25	92.19	8453.00692
77	S(37)	91.41	0.751	91.25	92.19	8453.00692
17	5cCH	91.41	0.751	91.25	92.19	8453.00692
81	S(41)	91.41	0.751	91.25	92.19	8453.00692
39	3k	91.41	0.751	91.25	92.19	8453.00692
26	6cvCH	91.41	0.751	91.25	92.19	8453.00692
114	Svpcw	91.41	0.751	91.25	92.19	8453.00692
35	nsulph	91.41	0.751	91.25	92.19	8453.00692
73	S(33)	91.41	0.751	91.25	92.19	8453.00692
61	S(16)	91.41	0.751	91.25	92.19	8453.00692
62	S(17)	91.41	0.751	91.25	92.19	8453.00692
95	q-	91.41	0.751	91.25	92.19	8453.00692
110	Sapcw	91.41	0.751	91.25	92.19	8453.00692
72	S(32)	91.41	0.751	91.25	92.19	8453.00692
25	4cvCH	91.41	0.751	91.25	92.19	8453.00692
16	4cCH	91.41	0.751	91.25	92.19	8453.00692
53	S(7)	91.41	0.751	91.25	92.19	8453.00692
32	ncoi	91.41	0.751	91.25	92.19	8453.00692
42	3ka	91.41	0.751	91.25	92.19	8453.00692
115	Svncw	91.41	0.751	91.25	92.19	8453.00692
109	Sanc	91.41	0.751	91.25	92.19	8453.00692
22	3cvC	91.41	0.751	91.25	92.19	8453.00692
87	S(57)	91.41	0.751	91.25	92.19	8453.00692
15	3cCH	91.41	0.751	91.25	92.19	8453.00692
6	dis1	91.14	0.743	90.94	92.06	8407.2945
67	S(26)	91.14	0.743	90.94	92.06	8407.2945
24	3cvCH	91.14	0.743	90.94	92.06	8407.2945
68	S(27)	91.14	0.743	90.94	92.06	8407.2945
8	dis3	91.14	0.743	90.94	92.06	8407.2945
74	S(34)	91.14	0.743	90.94	92.06	8407.2945
70	S(30)	91.14	0.743	90.94	92.06	8407.2945
65	S(20)	90.58	0.726	90.07	93.22	8367.73837
82	S(42)	91.14	0.742	91.22	90.77	8360.80259
86	S(56)	91.14	0.742	91.22	90.77	8360.80259
89	S(80)	91.14	0.742	91.22	90.77	8360.80259
83	S(43)	91.14	0.742	91.22	90.77	8360.80259
78	S(38)	91.14	0.742	91.22	90.77	8360.80259
47	Shal	91.14	0.742	91.22	90.77	8360.80259
30	ncof	91.14	0.742	91.22	90.77	8360.80259
76	S(36)	88.37	0.658	87.26	95.74	8146.062
96	m	90.03	0.708	90.27	88.89	8128.31004
52	S(5)	89.47	0.691	89.40	89.83	8079.778015
71	S(31)	88.64	0.664	88.52	89.29	7939.57212
11	2c	0.00	0.000	0.00	0.00	0
drop:
98	SN
60	S(15)
data_113.txt:
sort:
Column	Desc	ACC	MCC	SP	SE	Score
104	MS	91.69	0.760	91.28	93.65	8548.38925
23	4cvPC	91.69	0.760	91.28	93.65	8548.38925
59	S(14)	91.69	0.760	91.28	93.65	8548.38925
4	ndonr	91.69	0.760	91.28	93.65	8548.38925
40	1ka	91.69	0.760	91.28	93.65	8548.38925
103	VS	91.69	0.760	91.28	93.65	8548.38925
34	nphos	91.69	0.760	91.28	93.65	8548.38925
97	IP	91.69	0.760	91.28	93.65	8548.38925
98	A	91.69	0.760	91.28	93.65	8548.38925
68	S(28)	91.69	0.760	91.28	93.65	8548.38925
55	S(9)	91.69	0.760	91.28	93.65	8548.38925
91	ea	91.69	0.760	91.28	93.65	8548.38925
46	Shet	91.69	0.760	91.28	93.65	8548.38925
13	3cC	91.69	0.760	91.28	93.65	8548.38925
48	S(1)	91.69	0.760	91.28	93.65	8548.38925
92	eb	91.69	0.760	91.28	93.65	8548.38925
111	Svnc	91.69	0.760	91.28	93.65	8548.38925
65	S(22)	91.69	0.760	91.28	93.65	8548.38925
78	S(39)	91.69	0.760	91.28	93.65	8548.38925
100	cen	91.69	0.760	91.28	93.65	8548.38925
90	Vmc	91.69	0.760	91.28	93.65	8548.38925
36	noxy	91.69	0.760	91.28	93.65	8548.38925
96	h	91.69	0.760	91.28	93.65	8548.38925
44	Shev	91.69	0.760	91.28	93.65	8548.38925
51	S(4)	91.69	0.760	91.28	93.65	8548.38925
102	AS	91.69	0.760	91.28	93.65	8548.38925
9	0c	91.69	0.760	91.28	93.65	8548.38925
99	mcp	91.69	0.760	91.28	93.65	8548.38925
28	nhet	91.69	0.760	91.28	93.65	8548.38925
5	naccr	91.69	0.760	91.28	93.65	8548.38925
29	nhev	91.69	0.760	91.28	93.65	8548.38925
18	0cv	91.69	0.760	91.28	93.65	8548.38925
38	1k	91.69	0.760	91.28	93.65	8548.38925
110	Svpc	91.69	0.760	91.28	93.65	8548.38925
27	nhyd	91.69	0.760	91.28	93.65	8548.38925
21	3cvP	91.69	0.760	91.28	93.65	8548.38925
12	3cP	91.69	0.760	91.28	93.65	8548.38925
83	S(51)	91.69	0.760	91.28	93.65	8548.38925
106	Sapc	91.69	0.760	91.28	93.65	8548.38925
50	S(3)	91.69	0.760	91.28	93.65	8548.38925
58	S(12)	91.69	0.760	91.28	93.65	8548.38925
37	nnitro	91.69	0.760	91.28	93.65	8548.38925
20	2cv	91.69	0.760	91.28	93.65	8548.38925
41	2ka	91.69	0.760	91.28	93.65	8548.38925
63	S(19)	91.69	0.760	91.28	93.65	8548.38925
19	1cv	91.69	0.760	91.28	93.65	8548.38925
33	ncarb	91.69	0.760	91.28	93.65	8548.38925
105	PSA	91.69	0.760	91.28	93.65	8548.38925
31	ncocl	91.69	0.760	91.28	93.65	8548.38925
89	Wmol	91.69	0.760	91.28	93.65	8548.38925
43	phi	91.69	0.760	91.28	93.65	8548.38925
87	S(60)	91.69	0.760	91.28	93.65	8548.38925
10	1c	91.69	0.760	91.28	93.65	8548.38925
11	2c	91.69	0.760	91.28	93.65	8548.38925
101	w	91.69	0.760	91.28	93.65	8548.38925
62	S(18)	91.41	0.751	90.97	93.55	8502.77386
3	nrot	91.41	0.751	90.97	93.55	8502.77386
84	S(54)	91.41	0.751	90.97	93.55	8502.77386
79	S(40)	91.41	0.751	90.97	93.55	8502.77386
7	dis2	91.41	0.751	90.97	93.55	8502.77386
93	q+	91.41	0.751	90.97	93.55	8502.77386
74	S(35)	91.14	0.743	90.67	93.44	8458.289565
45	Scar	91.14	0.743	90.67	93.44	8458.289565
17	5cCH	91.41	0.751	91.25	92.19	8453.00692
73	S(34)	91.41	0.751	91.25	92.19	8453.00692
57	S(11)	91.41	0.751	91.25	92.19	8453.00692
39	3k	91.41	0.751	91.25	92.19	8453.00692
86	S(57)	91.41	0.751	91.25	92.19	8453.00692
35	nsulph	91.41	0.751	91.25	92.19	8453.00692
107	Sanc	91.41	0.751	91.25	92.19	8453.00692
22	3cvC	91.41	0.751	91.25	92.19	8453.00692
69	S(30)	91.41	0.751	91.25	92.19	8453.00692
53	S(7)	91.41	0.751	91.25	92.19	8453.00692
71	S(32)	91.41	0.751	91.25	92.19	8453.00692
112	Svpcw	91.41	0.751	91.25	92.19	8453.00692
80	S(41)	91.41	0.751	91.25	92.19	8453.00692
113	Svncw	91.41	0.751	91.25	92.19	8453.00692
94	q-	91.41	0.751	91.25	92.19	8453.00692
16	4cCH	91.41	0.751	91.25	92.19	8453.00692
66	S(26)	91.41	0.751	91.25	92.19	8453.00692
15	3cCH	91.41	0.751	91.25	92.19	8453.00692
109	Sancw	91.41	0.751	91.25	92.19	8453.00692
61	S(17)	91.41	0.751	91.25	92.19	8453.00692
14	4cPC	91.41	0.751	91.25	92.19	8453.00692
56	S(10)	91.41	0.751	91.25	92.19	8453.00692
32	ncoi	91.41	0.751	91.25	92.19	8453.00692
25	4cvCH	91.41	0.751	91.25	92.19	8453.00692
72	S(33)	91.41	0.751	91.25	92.19	8453.00692
88	S(80)	91.41	0.751	91.25	92.19	8453.00692
108	Sapcw	91.41	0.751	91.25	92.19	8453.00692
76	S(37)	91.41	0.751	91.25	92.19	8453.00692
60	S(16)	91.41	0.751	91.25	92.19	8453.00692
24	3cvCH	91.41	0.751	91.25	92.19	8453.00692
42	3ka	91.41	0.751	91.25	92.19	8453.00692
64	S(20)	90.86	0.734	90.37	93.33	8412.9089
8	dis3	91.14	0.743	90.94	92.06	8407.2945
6	dis1	91.14	0.743	90.94	92.06	8407.2945
49	S(2)	91.14	0.743	90.94	92.06	8407.2945
67	S(27)	91.14	0.743	90.94	92.06	8407.2945
30	ncof	91.14	0.742	91.22	90.77	8360.80259
47	Shal	91.14	0.742	91.22	90.77	8360.80259
82	S(43)	91.14	0.742	91.22	90.77	8360.80259
81	S(42)	91.14	0.742	91.22	90.77	8360.80259
85	S(56)	91.14	0.742	91.22	90.77	8360.80259
77	S(38)	91.14	0.742	91.22	90.77	8360.80259
26	6cvCH	91.14	0.742	91.22	90.77	8360.80259
75	S(36)	88.37	0.658	87.26	95.74	8146.062
95	m	90.03	0.708	90.27	88.89	8128.31004
52	S(5)	89.75	0.699	89.70	90.00	8126.84265
70	S(31)	88.92	0.673	88.82	89.47	7986.767985
54	S(8)	0.00	0.000	0.00	92.19	0
drop:
104	MS
23	4cvPC
data_111.txt:
sort:
Column	Desc	ACC	MCC	SP	SE	Score
77	S(39)	91.69	0.760	91.28	93.65	8548.38925
30	ncocl	91.69	0.760	91.28	93.65	8548.38925
35	noxy	91.69	0.760	91.28	93.65	8548.38925
32	ncarb	91.69	0.760	91.28	93.65	8548.38925
90	ea	91.69	0.760	91.28	93.65	8548.38925
91	eb	91.69	0.760	91.28	93.65	8548.38925
104	Sapc	91.69	0.760	91.28	93.65	8548.38925
86	S(60)	91.69	0.760	91.28	93.65	8548.38925
97	A	91.69	0.760	91.28	93.65	8548.38925
96	IP	91.69	0.760	91.28	93.65	8548.38925
36	nnitro	91.69	0.760	91.28	93.65	8548.38925
78	S(40)	91.69	0.760	91.28	93.65	8548.38925
5	naccr	91.69	0.760	91.28	93.65	8548.38925
47	S(1)	91.69	0.760	91.28	93.65	8548.38925
45	Shet	91.69	0.760	91.28	93.65	8548.38925
7	dis2	91.69	0.760	91.28	93.65	8548.38925
95	h	91.69	0.760	91.28	93.65	8548.38925
26	nhyd	91.69	0.760	91.28	93.65	8548.38925
58	S(14)	91.41	0.751	90.97	93.55	8502.77386
73	S(35)	91.41	0.751	90.97	93.55	8502.77386
